,ID,pmid,sen
5171,23783031L6,23783031,the results provide fundamental insights into the evolution of condensin based chromosome architecture and dynamics.
5172,6704420L0,6704420,vitamin k quinone was shown to be an effective inhibitor of vitamin k epoxide reduction by whole rat liver microsomes.
5173,6704420L1,6704420,observation of inhibition was dependent upon the mode of addition of the substrate and inhibitor suggesting segregation of the compounds into different microsomal vesicles under certain conditions.
5174,6704420L2,6704420,the result is consistent with reduction of both vitamin k quinone and vitamin k epoxide by a single enzyme or a multisite enzyme complex.
5175,16392245L0,16392245,"biomass of the fungal pathogen botrytis fabae in liquid culture amended with two chemotypes of the essential oil of basil, ocimum basilicum, was reduced significantly at concentrations of 50 ppm or less."
5176,16392245L1,16392245,"the methyl chavicol chemotype oil increased the activity of the polyamine biosynthetic enzyme s adenosylmethionine decarboxylase (adometdc), but polyamine concentrations were not significantly altered."
5177,16392245L2,16392245,"in contrast, the linalol chemotype oil decreased adometdc activity in b. fabae, although again polyamine concentrations were not altered significantly."
5178,16392245L3,16392245,however activities of the polyamine catabolic enzymes diamine oxidase (dao) and polyamine oxidase (pao) were increased significantly in b. fabae grown in the presence of the essential oil of the two chemotypes.
5179,16392245L4,16392245,"it is suggested that the elevated activities of dao and pao may be responsible, in part, for the antifungal effects of the basil oil, possibly via the generation of hydrogen peroxide and the subsequent triggering of programmed cell death."
5180,22147953L0,22147953,"in the past, segments were defined by landmarks such as muscle attachments, notably by snodgrass, the king of insect anatomists."
5181,22147953L1,22147953,"here, we show how an objective definition of a segment, based on developmental compartments, can help explain the dorsal abdomen of adult drosophila."
5182,22147953L2,22147953,"the anterior (a) compartment of each segment is subdivided into two domains of cells, each responding differently to hedgehog."
5183,22147953L3,22147953,the anterior of these domains is non neurogenic and clones lacking notch develop normally; this domain can express stripe and form muscle attachments.
5184,22147953L4,22147953,the posterior domain is neurogenic and clones lacking notch do not form cuticle; this domain is unable to express stripe or form muscle attachments.
5185,22147953L5,22147953,the posterior (p) compartment does not form muscle attachments.
5186,22147953L6,22147953,our in vivo films indicate that early in the pupa the anterior domain of the a compartment expresses stripe in a narrowing zone that attracts the extending myotubes and resolves into the attachment sites for the dorsal abdominal muscles.
5187,22147953L7,22147953,"we map the tendon cells precisely and show that all are confined to the anterior domain of a. it follows that the dorsal abdominal muscles are intersegmental, spanning from one anterior domain to the next."
5188,22147953L8,22147953,this view is tested and supported by clones that change cell identity or express stripe ectopically.
5189,22147953L9,22147953,it seems that growing myotubes originate in posterior a and extend forwards and backwards until they encounter and attach to anterior a cells.
5190,22147953L10,22147953,the dorsal adult muscles are polarised in the anteroposterior axis: we disprove the hypothesis that muscle orientation depends on genes that define planar cell polarity in the epidermis.
5191,15476271L0,15476271,"to clarify the mechanisms underlying cell cycle promotion in malignant germ cell tumours of the ovary (mgctos), beta catenin and components of the prb pathway, cyclin d1 and p16, were analysed in relation to cell proliferation."
5192,15476271L1,15476271,"immunohistochemically, p16 protein was not expressed in a number of mgctos (9 of 42 tumours: 21.4%) and was associated with p16 gene (ink4a) promoter 5' cpg islands methylation."
5193,15476271L2,15476271,amplification of the cyclin d1 gene (ccnd1) was detected in a small number of mgctos (5 of 42 tumours: 13.5%).
5194,15476271L3,15476271,reduced expression of p16 due to promoter methylation correlated significantly with increased cell proliferation as evidenced by ki 67 labelling index (p < 0.001) and mitotic index (p < 0.01).
5195,15476271L4,15476271,"in some tumour types, nuclear localization of beta catenin has been reported to be associated with beta catenin gene (ctnnb1) mutation, cyclin d1 overexpression, and increased cell proliferation."
5196,15476271L5,15476271,"nuclear localization of beta catenin, which was observed in mgctos other than dysgerminoma, was not associated with cyclin d1 expression and increased cell proliferation, but appeared to be related to tumour differentiation."
5197,15476271L6,15476271,"furthermore, ctnnb1 mutations were not detected in any of the mgctos examined."
5198,15476271L7,15476271,our results suggest that reduced expression of p16 due to ink4a promoter methylation is one of the principal factors that promote cell proliferation in mgctos.
5199,15476271L8,15476271,"thus, p16 may be a novel target for gene therapies to treat mgctos."
5200,24583701L0,24583701,the present study investigated the correlation between extend aortic cross clamping time and peripheral nerve injury on rats.
5201,24583701L1,24583701,"24 male, sprague dawley rats were divided into 3 groups; (a) control group: abdomen was directly closed after reached aorta, and followed by 72 hours, (b) short term ischaemia reperfusion group: peripheral nerve ischemia was induced in rats by supraceliac aortic occlusion for 20 min followed by 72 h of reperfusion, (c) long term ischaemia reperfusion group: peripheral nerve ischemia was induced for 30 min followed by 72 h of reperfusion."
5202,24583701L2,24583701,"preoperative and postoperative, electromyography (emg) recordings were done."
5203,24583701L3,24583701,"end of 72 h, the sciatic nerves were harvested from each animal for histopathological and biochemical analysis."
5204,24583701L4,24583701,the mean compound muscle action potential (cmap) amplitude of long term ischaemia reperfusion group was statically significant reduced when compared to the control group (p <0.01).
5205,24583701L5,24583701,"however, the mean distal latency value of long term ischaemia reperfusion group was statically significant increased (p <0.01)."
5206,24583701L6,24583701,"on the other hand, there were statically significant differences between the results of malondialdehyde, edema and ischemia fiber degeneration grades on control and long term ischaemia reperfusion group (p <0.001)."
5207,24583701L7,24583701,this study demonstrated that the extending cross clamping time directly harms the peripheral nerve of rats.
5208,3026233L0,3026233,this study investigates the effects of both adriamycin and its 13 hydroxylated metabolite adriamycinol on superoxide anion production from cardiac sarcosomes and by mitochondrial nadh dehydrogenase.
5209,3026233L1,3026233,superoxide anion production was determined by using the succinoylated cytochrome c reduction assay.
5210,3026233L2,3026233,both adriamycin and adriamycinol stimulated superoxide formation in cardiac sarcosomes and by mitochondrial nadh dehydrogenase.
5211,3026233L3,3026233,in the first case only nadph was required as a co factor and in the second case only nadh.
5212,3026233L4,3026233,"from sarcosomes as well as by nadh dehydrogenase, the superoxide production followed michaelis menten kinetics."
5213,3026233L5,3026233,"with both activating enzymatic systems, the vmax of adriamycinol was found to be similar to that of adriamycin, but the km for the former anthracycline was higher than for the latter."
5214,3026233L6,3026233,"adriamycinol also increased the rate of nadph and nadh consumption, by sarcosomal fractions and by nadh dehydrogenase respectively."
5215,3026233L7,3026233,"at equimolar consentrations, adriamycinol consumed less nadph and nadh than adriamycin."
5216,3026233L8,3026233,these results suggest that adriamycinol could contribute to the chronic cardiac toxicity of adriamycin by forming superoxide anions in cardiac cells constituents.
5217,27983594L0,27983594,stem cells from human exfoliated deciduous tooth (shed) offer several advantages over other stem cell sources.
5218,27983594L1,27983594,"using shed, we examined the roles of zinc and the zinc uptake transporter zip8 (zrt  and irt like protein 8) while inducing shed into insulin secreting β cell like stem cells (i.e., shed β cells)."
5219,27983594L2,27983594,"we observed that zip8 expression increased as shed differentiated into shed β cells, and that zinc supplementation at day 10 increased the levels of most pancreatic β cell markers particularly insulin and glucose transporter 2 (glut2)."
5220,27983594L3,27983594,we confirmed that shed β cells produce insulin successfully.
5221,27983594L4,27983594,"in addition, we note that zinc supplementation significantly increases insulin secretion with a significant elevation of zip8 transporters in shed β cells."
5222,27983594L5,27983594,we conclude that shed can be converted into insulin secreting β cell like cells as zinc concentration in the cytosol is elevated.
5223,27983594L6,27983594,insulin production by shed β cells can be regulated via modulation of zinc concentration in the media as zip8 expression in the shed β cells increases.
5224,25261857L0,25261857,"large amounts of carcinogenic polycyclic aromatic hydrocarbons (pahs), benzene and toluene (bt) might be emitted from incomplete combustion reactions in both coal tar factories and biomass fuels in rural china."
5225,25261857L1,25261857,the health effects arising from exposure to pahs and bt are a concern for residents of rural areas close to coal tar plants.
5226,25261857L2,25261857,"to assess the environmental risk and major exposure sources, 100 coke plant workers and 25 farmers in qujing, china were recruited."
5227,25261857L3,25261857,"the levels of 10 mono hydroxylated pahs (oh pahs), four bt metabolites and 8 hydroxy 2' deoxyguanosine (8 ohdg) in the urine collected from the subjects were measured."
5228,25261857L4,25261857,the 8 ohdg levels in the urine were determined to evaluate the oxidative dna damage induced by the pahs and bt.
5229,25261857L5,25261857,"the results showed that the levels of the oh pahs, particularly those of 1 hydroxynathalene and 1 hydroxypyrene, in the farmers were 1 7 times higher than those in the workers."
5230,25261857L6,25261857,the concentrations of the bt metabolites were comparable between the workers and farmers.
5231,25261857L7,25261857,"although the exact work location within a coke oven plant might affect the levels of the oh pahs, one way anova revealed no significant differences for either the oh pahs levels or the bt concentrations among the three groups working at different work sites."
5232,25261857L8,25261857,the geometric mean concentration (9.17 µg/g creatinine) of 8 ohdg was significantly higher in the farmers than in the plant workers (6.27 µg/g creatinine).
5233,25261857L9,25261857,the levels of 8 ohdg did not correlate with the total concentrations of oh pahs and the total levels of bt metabolites.
5234,25261857L10,25261857,"incompletely combusted biomass fuels might be the major exposure source, contributing more pahs and bt to the local residents of qujing."
5235,25261857L11,25261857,"the estimated daily intakes (edis) of naphthalene and fluorene for all of the workers and most of the farmers were below the reference doses (rfds) recommended by the u.s. environmental protection agency (epa), except for the pyrene levels in two farmers."
5236,25261857L12,25261857,"however, the edis of benzene in the workers and local farmers ranged from 590 to 7239 µg/day, and these levels were 2  to 30 fold higher than the rfds recommended by the epa."
5237,25261857L13,25261857,biomass fuel combustion and industrial activities related to coal tar were the major sources of the pah and bt exposure in the local residents.
5238,25261857L14,25261857,using biomass fuels for household cooking and heating explains the higher exposure levels observed in the farmers relative to the workers at the nearby coal tar related industrial facility.
5239,16029205L0,16029205,it is well established that light pulses regulate components of the extracellular signal regulated kinases i/ii (erk) cascade in the suprachiasmatic nuclei (scn) circadian clock.
5240,16029205L1,16029205,these events are important for photic resetting of the circadian clock.
5241,16029205L2,16029205,"the scn circadian clock is also reset by pulses of dark, but it is unknown if this stimulus alters the activity of erk, the transcription factor elk 1 or expression of the immediate early gene c fos in the scn."
5242,16029205L3,16029205,"using syrian hamsters free running in constant light, we determined the effects of dark pulses on these factors in the scn."
5243,16029205L4,16029205,"in constant light, levels of phosphorylated erk (p erk) showed significant circadian variation in the syrian hamster scn, while levels of c fos or phosphorylated elk 1 (p elk 1) did not."
5244,16029205L5,16029205,"a 6 h dark pulse beginning at circadian time (ct) 8 down regulated expression of p erk and c fos, but not p elk 1, in the scn."
5245,16029205L6,16029205,"following termination of the pulse, levels of c fos increased above time matched control values, while p erk expression did not."
5246,16029205L7,16029205,"when given at the beginning of the subjective night (ct13), a 6 h dark pulse did not phase shift behavioural rhythms and failed to alter the expression of c fos, p erk, or p elk 1 in the scn."
5247,16029205L8,16029205,"at the level of the visual thalamus, expression of c fos in the intergeniculate leaflet was higher during the subjective night as compared to the subjective day, although dark pulses had no robust effects on expression of c fos or p elk 1 in this structure."
5248,16029205L9,16029205,we conclude that dark pulse resetting of the circadian clock is complex and involves both non photic and photic components.
5249,23604316L0,23604316,fat is stored or mobilized according to food availability.
5250,23604316L1,23604316,malfunction of the mechanisms that ensure this coordination underlie metabolic diseases in humans.
5251,23604316L2,23604316,"in mammals, lysosomal and autophagic function is required for normal fat storage and mobilization in the presence or absence of food."
5252,23604316L3,23604316,autophagy is tightly linked to nutrients.
5253,23604316L4,23604316,"however, if and how lysosomal lipolysis is coupled to nutritional status remains to be determined."
5254,23604316L5,23604316,here we identify mxl 3 and hlh 30 (tfeb orthologue) [corrected] as transcriptional switches coupling lysosomal lipolysis and autophagy to nutrient availability and controlling fat storage and ageing in caenorhabditis elegans.
5255,23604316L6,23604316,transcriptional coupling of lysosomal lipolysis and autophagy to nutrients is also observed in mammals.
5256,23604316L7,23604316,"thus, mxl 3 and hlh 30 orchestrate an adaptive and conserved cellular response to nutritional status and regulate lifespan."
5257,20371185L0,20371185,oxidative stress is involved in the pathogenesis of neurodegenerative disorders such as parkinson's and alzheimer's diseases.
5258,20371185L1,20371185,natural kavalactones isolated from piper methysticum (piperaceae) are capable of activating the nrf2/are (antioxidant response element) pathway and thus enhancing the expression of phase ii antioxidant enzymes such as heme oxygenase 1 (ho 1).
5259,20371185L2,20371185,"in an attempt to identify kavalactone derivatives that are more potent in nrf2/are activation than natural compounds, we synthesized a series of chemically modified kavalactones and studied their effects on the are enhancer activity in rat pheochromocytoma pc12 cells."
5260,20371185L3,20371185,"among 81 compounds tested, a kavalactone derivative, 2',6' dichloro 5 methoxymethyl 5,6 dehydrokawain [(e) 6 (2',6' dichlorostyryl) 4 methoxy 5 (methoxymethyl) 2h pyran 2 one] (1), exhibited the strongest are enhancer activity."
5261,20371185L4,20371185,the are activation and ho 1 protein induction by the compound 1 were higher than those by natural kavalactones.
5262,20371185L5,20371185,the compound did not affect cell viability and induced expression of various phase ii enzymes.
5263,20371185L6,20371185,nuclear translocation of nrf2 after treatment with 1 was preceded by phosphorylation of erk1/2 and p38.
5264,20371185L7,20371185,the compound transiently increased intracellular ros levels.
5265,20371185L8,20371185,"finally, pretreatment with the compound ameliorated h(2)o(2) induced cell death, which was associated with increased expression of ho 1. these results suggest that the compound 1 protects against oxidative stress induced neuronal cell death via a preconditioning effect on the nrf2/are activation."
5266,11532923L0,11532923,hoxa1 and hoxb1 have overlapping synergistic roles in patterning the hindbrain and cranial neural crest cells.
5267,11532923L1,11532923,"the combination of an ectoderm specific regulatory mutation in the hoxb1 locus and the hoxa1 mutant genetic background results in an ectoderm specific double mutation, leaving the other germ layers impaired only in hoxa1 function."
5268,11532923L2,11532923,this has allowed us to examine neural crest and arch patterning defects that originate exclusively from the neuroepithelium as a result of the simultaneous loss of hoxa1 and hoxb1 in this tissue.
5269,11532923L3,11532923,"using molecular and lineage analysis in this double mutant background we demonstrate that presumptive rhombomere 4, the major site of origin of the second pharyngeal arch neural crest, is reduced in size and has lost the ability to generate neural crest cells."
5270,11532923L4,11532923,"grafting experiments using wild type cells in cultured normal or double mutant mouse embryos demonstrate that this is a cell autonomous defect, suggesting that the formation or generation of cranial neural crest has been uncoupled from segmental identity in these mutants."
5271,11532923L5,11532923,"furthermore, we show that loss of the second arch neural crest population does not have any adverse consequences on early patterning of the second arch."
5272,11532923L6,11532923,signalling molecules are expressed correctly and pharyngeal pouch and epibranchial placode formation are unaffected.
5273,11532923L7,11532923,"there are no signs of excessive cell death or loss of proliferation in the epithelium of the second arch, suggesting that the neural crest cells are not the source of any indispensable mitogenic or survival signals."
5274,11532923L8,11532923,these results illustrate that hox genes are not only necessary for proper axial specification of the neural crest but that they also play a vital role in the generation of this population itself.
5275,11532923L9,11532923,"furthermore, they demonstrate that early patterning of the separate components of the pharyngeal arches can proceed independently of neural crest cell migration."
5276,24696236L0,24696236,inflammation plays a key role in the pathophysiology of hepatic ischemia reperfusion (i/r) injury.
5277,24696236L1,24696236,"however, the mechanism by which hepatic i/r induces inflammatory responses remains unclear."
5278,24696236L2,24696236,recent evidence indicates that a sterile inflammatory response triggered by i/r is mediated through a multiple protein complex called the inflammasome.
5279,24696236L3,24696236,"therefore, we investigated the role of the inflammasome in hepatic i/r injury and found that hepatic i/r stimuli upregulated the inflammasome component molecule, nucleotide binding oligomerization domain like receptor (nlr) family pyrin domain containing 3 (nlrp3), but not apoptosis associated speck like protein containing a caspase recruitment domain (asc)."
5280,24696236L4,24696236,"nlrp3( / ) mice, but not asc( / ) and caspase 1( / ) mice, had significantly less liver injury after hepatic i/r."
5281,24696236L5,24696236,"nlrp3( / ) mice showed reduced inflammatory responses, reactive oxygen species production, and apoptosis in i/r liver."
5282,24696236L6,24696236,"notably, infiltration of neutrophils, but not macrophages, was markedly inhibited in the i/r liver of nlrp3( / ) mice."
5283,24696236L7,24696236,"bone marrow transplantation experiments showed that nlrp3 not only in bone marrow derived cells, but also in non bone marrow derived cells contributed to liver injury after i/r."
5284,24696236L8,24696236,in vitro experiments revealed that keratinocyte derived chemokine induced activation of heterotrimeric g proteins was markedly diminished.
5285,24696236L9,24696236,"furthermore, nlrp3( / ) neutrophils decreased keratinocyte derived chemokine induced concentrations of intracellular calcium elevation, rac activation, and actin assembly formation, thereby resulting in impaired migration activity."
5286,24696236L10,24696236,"taken together, nlrp3 regulates chemokine mediated functions and recruitment of neutrophils, and thereby contributes to hepatic i/r injury independently of inflammasomes."
5287,24696236L11,24696236,these findings identify a novel role of nlrp3 in the pathophysiology of hepatic i/r injury.
5288,27812111L0,27812111,"morin (2´,3, 4´,5,7 pentahydroxyflavone) is a flavonoid with several beneficial health effects."
5289,27812111L1,27812111,"however, its poor water solubility and it sensitivity to several environmental factors avoid its use in applications like pharmaceutical and cosmetic."
5290,27812111L2,27812111,"in this work, we synthetized morin modified mesoporous silica nanoparticles (amsnps mor) as useful material to be used as potential nanoantioxidant."
5291,27812111L3,27812111,"to achieve this, we characterized its adsorption kinetics, isotherm and the antioxidant capacity as hydroxyl radical (ho•) scavenger and singlet oxygen (1o2) quencher."
5292,27812111L4,27812111,"the experimental data could be well fitted with langmuir, freundlich and temkin isotherm models, besides the pseudo second order kinetics model."
5293,27812111L5,27812111,the total quenching rate constant obtained for singlet oxygen deactivation by amsnps mor was one order of magnitude lower than the morin rate constant reported previously in neat solvents and lipid membranes.
5294,27812111L6,27812111,the amsnps mor have good antioxidant properties by itself and exhibit a synergic effect with morin on the antioxidant property against hydroxyl radical.
5295,27812111L7,27812111,"this effect, in the range of concentrations studied, was increased when the amount of morin adsorbed increased."
5296,3124110L0,3124110,protein tyrosine phosphorylation in purified synaptic vesicles from rat forebrain has been studied in the presence of mn2+ and orthovanadate.
5297,3124110L1,3124110,high levels of endogenous protein tyrosine phosphorylation were observed.
5298,3124110L2,3124110,"four major phosphoproteins, with apparent molecular masses of 105, 94, 38, and 30 kda, were shown to contain phosphotyrosine."
5299,3124110L3,3124110,"the 38 kda phosphoprotein was identified as synaptophysin (p38), a well characterized integral membrane protein of synaptic vesicles."
5300,3124110L4,3124110,the three other phosphotyrosine containing proteins distributed in the same manner as synaptophysin in all subcellular fractions.
5301,3124110L5,3124110,"like synaptophysin, the two high molecular weight phosphotyrosine proteins (105 and 94 kda) were found to be glycoproteins by lectin chromatography."
5302,3124110L6,3124110,tyrosine phosphorylation of synaptophysin was an intravesicular reaction and reached 50% of maximal level within 3 min.
5303,3124110L7,3124110,"triton x 100, a nonionic detergent, inhibited tyrosine phosphorylation of endogenous protein substrates but not the phosphorylation of an exogenous substrate, poly(glu80, tyr20)."
5304,3124110L8,3124110,"tyrosine phosphorylation of synaptophysin was also demonstrated in synaptosomes, indicating that tyrosine phosphorylation of synaptic vesicle proteins occurs in intact nerve terminals."
5305,7949308L0,7949308,the present study tested the hypothesis that acute melatonin treatment affects the biological clock mechanism controlling the circadian melatonin rhythm.
5306,7949308L1,7949308,adult djungarian hamsters were raised in ld 16:8 (lights on from 0300 to 1900 hr).
5307,7949308L2,7949308,"pineal and serum melatonin concentrations were assessed at specific clock times during the subsequent ld cycle (day 1) and afterwards in hamsters that remained in constant darkness (day 2), to assess the effects of treatment on the circadian melatonin rhythm."
5308,7949308L3,7949308,"in untreated controls (n = 76), melatonin increased in the pineal and in circulation within the first hour after lights off (day 1) or subjective night (day 2); melatonin concentrations remained elevated for up to 7 hr."
5309,7949308L4,7949308,"a single melatonin injection (5 micrograms/0.2 ml saline, s.c.), administered in the morning (0900 hr, n = 80) or late afternoon (1600 hr, n = 74), transiently increased in circulation but not in the pineal gland."
5310,7949308L5,7949308,"in constant darkness (day 2), the circadian melatonin rhythm in both the pineal gland and circulation was the same as that in untreated controls."
5311,7949308L6,7949308,"no significant differences were found among the three groups in the mean concentration during the day or night; the rise, fall, peak time, peak amplitude, and duration of increased melatonin were also unchanged."
5312,7949308L7,7949308,the ability of melatonin to override the effect of a light pulse on the circadian melatonin rhythm was also tested.
5313,7949308L8,7949308,"the 5 min light pulse at night (2300 2305 hr of day 1, n = 64) delayed the rise and shortened the duration of increased melatonin in both pineal gland and serum by as much as 3 hr (day 2); these light effects were more pronounced on the pineal than on the serum melatonin rhythm."
5314,7949308L9,7949308,"injection with melatonin prior to the light pulse (5 micrograms/0.2 ml saline at 2245 hr, n = 64) failed to alter the inhibitory effects of light on the circadian melatonin rhythm."
5315,7949308L10,7949308,"these data suggest that the biological clock mechanism controlling the circadian melatonin rhythm in the djungarian hamster in long days is responsive to the phase shifting effects of light, but resistant to the influence of acute melatonin treatment."
5316,9853914L0,9853914,nitric oxide (no) relaxes vascular smooth muscle by increasing the intracellular concentration of cgmp.
5317,9853914L1,9853914,"in the pulmonary circulation, cgmp is inactivated by specific phosphodiesterases (pde5)."
5318,9853914L2,9853914,"dipyridamole, a clinically approved drug, has inhibitory activity against pde5 and has been reported to augment the response to inhaled no in persistent pulmonary hypertension of the newborn (pphn)."
5319,9853914L3,9853914,"we wished to determine whether dipyridamole alone, or in combination with no, can be used to treat a newborn lamb model of pphn."
5320,9853914L4,9853914,"in newborn lambs with pphn, dipyridamole infused at 0.02 mg/kg/min for 45 min alone, or in combination with 5 ppm of inhaled no for the final 15 min, significantly decreased pulmonary and systemic blood pressure, decreased pulmonary vascular resistance, and increased pulmonary blood flow."
5321,9853914L5,9853914,there was no significant difference between the pulmonary vascular effects of 5 ppm no alone compared with the effects of no combined with dipyridamole.
5322,9853914L6,9853914,"in control lambs, the 45 min infusion of dipyridamole did not change pulmonary pressure whereas systemic pressure decreased by 28 +/  3%."
5323,9853914L7,9853914,these systemic effects in control lambs persisted 90 min after discontinuing the dipyridamole infusion.
5324,9853914L8,9853914,systemic arteries isolated from both control and pphn lambs were significantly more sensitive to dipyridamole than pulmonary arteries.
5325,9853914L9,9853914,we conclude that dipyridamole has significant hemodynamic effects in both the pulmonary and systemic circulations of newborn lambs with pulmonary hypertension as well as in the systemic circulation of newborn control lambs.
5326,9853914L10,9853914,the pronounced effects of dipyridamole on the systemic circulation limits its utility as an adjunct to inhaled no in the treatment of pphn.
5327,8547579L0,8547579,"inositol phospholipid specific phospholipase c (plc) generates two important second messengers, inositol triphosphate and diacylglycerol."
5328,8547579L1,8547579,the recently cloned rat plc beta 4 cdna is highly homologous to the norpa cdna of drosophila melanogaster.
5329,8547579L2,8547579,we have mapped the plc beta 4 gene expression in rat brain tissue sections by in situ hybridization.
5330,8547579L3,8547579,"the plc beta 4 gene is expressed at high abundance in cerebellar purkinje cells and neurones of the substantia nigra, the median geniculate bodies and the thalamic nuclei."
5331,8547579L4,8547579,"plc beta 4 transcripts are also detected in the mammillary nuclei, the neocortex, the habenula and the olfactory bulbs."
5332,8547579L5,8547579,the specific pattern of gene expression we have observed should help to clarify the relationships between the plc beta 4 and various constituents of second messenger systems involved in transduction mechanisms triggered by the stimulation of seven transmembrane domain receptors.
5333,8547579L6,8547579,the strong gene expression in purkinje cells and retinal neurones suggests that plc beta 4 may be involved in the pathogenesis of mouse and human neurological diseases characterized by ataxia and retinal degeneration.
5334,17295515L0,17295515,grape seed extract (gse) has been reported to exert protective effects on various forms of cardiac disorders.
5335,17295515L1,17295515,the cardiovascular protective effects of gse are believed to be ascribed to its antioxidative properties.
5336,17295515L2,17295515,a series of studies have demonstrated that polyphenols are instrumental for the antioxidative properties of gse.
5337,17295515L3,17295515,"this study was undertaken to investigate whether two major polyphenols isolated from gse (catechin and proanthocyanidin b4) could increase the endogenous antioxidant enzymes in cardiomyocytes, and whether such increased cellular defenses could provide protection against oxidative cardiac cell injury."
5338,17295515L4,17295515,incubation of cardiac h9c2 cells with micromolar concentrations of catechin or proanthocyanidin b4 resulted in a significant induction of cellular antioxidant enzymes in a concentration dependent fashion.
5339,17295515L5,17295515,"furthermore, catechine or proanthocyanidin b4 pretreatment led to a marked reduction in xanthine oxidase (xo)/xanthine induced intracellular reactive oxygen species (ros) accumulation and cardiac cell apoptosis."
5340,17295515L6,17295515,these results indicated that grape seed polyphenols (gsp) could protect against cardiac cell apoptosis via the induction of endogenous antioxidant enzymes.
5341,17295515L7,17295515,this may be an important mechanism underlying the protective effects of gse observed with various forms of cardiovascular disorders.
5342,26749265L0,26749265,"lung cancer is a deadly disease that can roughly be classified into three histopathological groups: lung adenocarcinomas, lung squamous cell carcinomas (lsccs), and small cell carcinomas."
5343,26749265L1,26749265,"these types of lung cancer are molecularly, phenotypically, and regionally diverse neoplasms, reflecting differences in their cells of origin."
5344,26749265L2,26749265,"lsccs commonly arise in the airway epithelium of a main or lobar bronchus, which is an important line of defence against the external environment."
5345,26749265L3,26749265,"furthermore, most lsccs are characterized histopathologically by the presence of keratinization and/or intercellular bridges, consistent with the molecular features of these tumours, characterized by high levels of transcripts encoding keratins and proteins relevant to intercellular junctions and cell polarity."
5346,26749265L4,26749265,"in this review, the relationships between the molecular features of lsccs and the types of cell and epithelia of origin are discussed."
5347,26749265L5,26749265,"recurrent alterations in genes involved in intercellular adhesion and cell polarity in lsccs are also reviewed, emphasizing the importance of the disruption of par3 and the par complex."
5348,26749265L6,26749265,"finally, the possible functional effects of these alterations on epithelial homeostasis, and how they contribute to the development of lscc, are discussed."
5349,17363167L0,17363167,"there is a need for biomarkers of onset and progression in huntington's disease (hd), as current outcome measures lack the reliability to enable the efficient conduct of disease modifying trials."
5350,17363167L1,17363167,"neurofilament heavy chain (nfh) is a neuron specific protein for the neuro axonal compartment that has been proposed as a marker for axonal injury, degeneration and loss and its clinical use as a biomarker has been suggested in several neurodegenerative diseases."
5351,17363167L2,17363167,"we used an enzyme linked immunosorbent assay to quantify nfh levels in plasma in control subjects, premanifest hd mutation carriers and subjects with early and moderate manifest hd."
5352,17363167L3,17363167,"we found no correlation between plasma nfh level and disease stage, or calculated parameters based on cag repeat length, the major determinant of disease course in hd, and no evidence that nfh may be a predictor of disease onset."
5353,17363167L4,17363167,we conclude that plasma nfh concentration is not a useful biomarker of onset or progression in hd.
5354,11772591L0,11772591,to investigate whether hypercoagulability plays a role in thrombus formation in patients with central retinal vein occlusion (crvo) who are less than 56 years of age.
5355,11772591L1,11772591,"prospective, observational case series with retrospective comparative controls."
5356,11772591L2,11772591,participants included 55 consecutive patients with crvo less than 56 years of age.
5357,11772591L3,11772591,the laboratory's age matched control groups were used to compare results for the same tests.
5358,11772591L4,11772591,"fifty five patients with crvo less than 56 years old (mean age, 44 years) underwent laboratory evaluation for homocysteine, activated protein c resistance, protein c activity, protein s activity, antithrombin iii activity, antiphospholipid antibodies, and anticardiolipin antibodies."
5359,11772591L5,11772591,the results were compared with previously drawn age matched control groups obtained by the same laboratory for statistical significance.
5360,11772591L6,11772591,patients were considered to have a positive test if their results were outside the laboratory's established range.
5361,11772591L7,11772591,fifteen of 55 patients (27%) had one positive test result suggesting hypercoagulability.
5362,11772591L8,11772591,"compared with the control groups, these patients less than 56 years old with crvo had a higher incidence of coagulation abnormalities by laboratory testing."
5363,11772591L9,11772591,"among the parameters tested, hyperhomocysteinemia and circulating antiphospholipid antibodies were significantly more common in the crvo patients (p < 0.05) compared with age matched controls."
5364,11772591L10,11772591,hypercoagulability may play a role in the pathogenesis of crvo in patients less than 56 years old.
5365,11772591L11,11772591,"the cause of crvo remains multifactorial, and laboratory tests suggesting hypercoagulable states alone cannot account for the cause in most of these patients less than 56 years of age."
5366,11772591L12,11772591,"the authors recommend examining blood pressure, intraocular pressure, complete blood count, glucose levels, and a lipid panel on all patients with crvo."
5367,11772591L13,11772591,"when tests for these common risk factors for crvo are negative, consider ordering selected tests in young patients with crvo to rule out thrombophilias, especially in patients with bilateral crvo, a history of previous thrombosis, or family history of thrombosis."
5368,8403789L0,8403789,"1. since ageing has been associated with a decrease in both immune responses and antioxidant defences, this study was undertaken to compare the glutathione peroxidase activity in peripheral blood mononuclear cells of healthy elderly and young donors."
5369,8403789L1,8403789,the mean value of glutathione peroxidase activity was significantly lower in the aged group ( 36%) than that observed in the young control group (n = 10).
5370,8403789L2,8403789,"2. this defect was accompanied by a marked increase (+106%) in the oxygenated metabolism of endogenous arachidonic acid by lipoxygenases as judged by the radiolabel associated with hydroxyeicosatetraenoic acids in [3h]arachidonic acid prelabelled peripheral blood mononuclear cells, whereas the cyclo oxygenase activity, estimated by the radiolabel associated with thromboxane b2, was not significantly altered."
