,meshid,name
2175,unknown,site-directed
2176,D08.811.913.400.100.250,n-acetylglucosaminyltransferases
2177,unknown,wings
2178,D27.720.470.530.600.223.600,dna_primers
2179,G05.360.340.024.425.200,dna_transposable_elements
2180,E05.393.281.526,genetic_complementation_test
2181,A11.671.650.915.937,photoreceptor_cells
2182,D23.767.712,phytochrome
2183,D23.767.712.500,phytochrome_b
2184,G05.365.590.675,point_mutation
2185,unknown,transformation
2186,N06.850.505.200.100,anthropometry
2187,G07.100,body_constitution
2188,G05.380.355,genetic_predisposition_to_disease
2189,unknown,single_nucleotide
2190,unknown,quantitative_trait
2191,unknown,heritable
2192,B01.650.940.800.575.912.250.401.077,arachis
2193,N06.230.124.100,biomass
2194,J01.897.608,quality_control
2195,E02.870,renal_replacement_therapy
2196,E04.502.250.250.250.160,colonoscopy
2197,C06.405.469.432,inflammatory_bowel_diseases
2198,D23.050.301.562,leukocyte_l1_antigen_complex
2199,D12.125.154.049,asparagine
2200,D12.125.154.424,glutamine
2201,D01.496.586,nitrogen_isotopes
2202,unknown,nuclear_magnetic_resonance
2203,unknown,biomolecular
2204,B03.510.400.790.750.100.500,methicillin-resistant_staphylococcus_aureus
2205,unknown,scanning
2206,D02.491.784,schiff_bases
2207,D27.888.569.042,antimetabolites
2208,N06.230.300.100.725.710.300,cold_temperature
2209,unknown,restraint
2210,unknown,physical
2211,D02.159,azides
2212,D01.496.749.270,copper_radioisotopes
2213,D02.640.743.304,dinitrophenols
2214,D01.552.544.607,nickel
2215,G07.345.249.410.750.500,cell_division
2216,A11.627.340.360.500,hl-60_cells
2217,D09,carbohydrates
2218,unknown,affinity
2219,D02.455.426.392.368.367.218,cyclohexanecarboxylic_acids
2220,E05.478.605.492.350,immunodiffusion
2221,E05.301.300.663,isoelectric_focusing
2222,G02.300.500,isoelectric_point
2223,G15.610,plant_diseases
2224,C04.557.580.625.600.380,glioma
2225,H02.403.044.500,immunochemistry
2226,E05.393.420.301,genetic_therapy
2227,unknown,pulmonary
2228,D23.469.050.175.725.550,prostaglandins_i
2229,unknown,endothelin
2230,unknown,ribosomal
2231,unknown,amino_acid_metabolism
2232,unknown,inborn_errors
2233,J01.637.650,paper
2234,C22.152,borna_disease
2235,B04.820.455.149.135,borna_disease_virus
2236,A11.284.430.214,cytoplasm
2237,A11.436.955,vero_cells
2238,D12.776.964.970.880.910,viral_fusion_proteins
2239,D12.776.964.970,viral_structural_proteins
2240,G16.500.275.725.500.650.075,aquatic_organisms
2241,D20.215,biological_products
2242,E05.916.680,high-throughput_screening_assays
2243,unknown,monocytic
2244,unknown,agonists
2245,D12.776.930.775.250,retinoic_acid_receptor_alpha
2246,G05.365.590.175.175,chromosome_breakage
2247,G05.113.220.687,meiosis
2248,D12.776.476.075.718.937,bh3_interacting_domain_death_agonist_protein
2249,A11.450,eukaryotic_cells
2250,D02.092.311,catecholamines
2251,G03.493.170,citric_acid_cycle
2252,C17.800.174,dermatitis
2253,unknown,atopic
2254,D09.698.365.388,glycogen
2255,D12.776.860.607,keratins
2256,A17.815,skin
2257,D08.811.913,transferases
2258,B01.050.500.131.617.720.500.500.875.387,bees
2259,D06.472.445.573.666,juvenile_hormones
2260,F01.145.813.650,social_dominance
2261,D23.529.024,adipokines
2262,D23.529.134,apelin
2263,D12.776.543.750.695.006,apelin_receptors
2264,D23.529.624.120,fibroblast_growth_factor_2
2265,unknown,neovascularization
2266,unknown,physiologic
2267,unknown,tie-2
2268,A07.231.611,retinal_vessels
2269,D23.529.100.800.200,vascular_endothelial_growth_factor_a
2270,G04.144.500.320.500,g1_phase_cell_cycle_checkpoints
2271,D12.776.512,lim_domain_proteins
2272,C19.874.788,thyroid_neoplasms
2273,D27.888.569.035,alkylating_agents
2274,A11.436.155,cho_cells
2275,D01.248.497.158.459.150,calcium_hydroxide
2276,D02.455.426.559.389.657.190,chlorophenols
2277,E05.940.560.150,comet_assay
2278,B01.050.150.900.649.313.992.635.075.250.250,cricetulus
2279,D02.455.426.559.389.657.239.611,formocresols
2280,D02.886.645.600.055.050.510.500,methyl_methanesulfonate
2281,J01.637.051.339.859,root_canal_filling_materials
2282,E05.591.560.500,laser_capture_microdissection
2283,A08.186.211.730.885.287.500.420,neocortex
2284,G11.561.620,neurogenesis
2285,D02.691.214,coordination_complexes
2286,J01.637.512.600.500,metal_nanoparticles
2287,D03.132.030,aconitine
2288,B01.650.940.800.575.912.250.838.022,aconitum
2289,unknown,arrhythmias
2290,unknown,hdl
2291,B01.050.150.900.649.313.992.550,guinea_pigs
2292,D09.408.180.810.600,ouabain
2293,D02.455.426.392.368.450,cyclopentanes
2294,D10.251.355.645,oxylipins
2295,D27.505.696.377.760,plant_growth_regulators
2296,A11.671.501.145,axons
2297,A08.186,central_nervous_system
2298,A08.800,peripheral_nervous_system
2299,A11.284.430.214.190.875.190.700.500,autophagosomes
2300,D12.776.476.075.405.550.900,caspase_9
2301,D08.811.913.400.725.115.690,poly(adp-ribose)_polymerases
2302,E05.481.500.249.500,primary_cell_culture
2303,D27.720.799,protective_agents
2304,D09.947.750.880,trehalose
2305,C14.907.137.126.307,atherosclerosis
2306,unknown,atherogenic
2307,A15.382.490.555.567,lymphocytes
2308,A08.340,ganglia
2309,unknown,spinal
2310,G05.695.450,genetic_markers
2311,D12.776.664.235.400,high_mobility_group_proteins
2312,D12.776.930.823.500,soxe_transcription_factors
2313,Z01.433,cities
2314,N06.850.460,environmental_pollution
2315,unknown,statistics_&_numerical_data
2316,J01.937,transportation
2317,Z01.252.245.500.850,turkey
2318,D02.241.081.018.253,edetic_acid
2319,D08.811.520.300.500,lactoylglutathione_lyase
2320,B01.050.150.900.649.313.500.380.791,sheep
2321,D08.811.277.352.897,thiolester_hydrolases
2322,unknown,atp_binding_cassette_transporter
2323,unknown,subfamily_b
2324,unknown,member_1
2325,D27.720.470.410.080,affinity_labels
2326,B04.525.100,baculoviridae
2327,D03.383.725.203,dihydropyridines
2328,G05.360.337,genetic_vectors
2329,D12.776.543.550,membrane_glycoproteins
2330,B01.050.500.131.617.720.500.500.937.650,moths
2331,D08.811.913.696.620.682.700.725.100,protein_kinase_c-alpha
2332,D13.695.827.708.070.125,adenosine_diphosphate_ribose
2333,D13.695.827.708.070.125.195,cyclic_adp-ribose
2334,G02.196,diffusion
2335,D09.894.480.350,"inositol_1,4,5-trisphosphate"
2336,B01.050.500.408.578,sea_urchins
2337,D23.946.123.329,endotoxins
2338,C08.381,lung_diseases
2339,D09.553.500.033,1-deoxynojirimycin
2340,D27.505.696.422.249,glycoside_hydrolase_inhibitors
2341,unknown,niemann-pick_disease
2342,unknown,type_b
2343,unknown,type_c
2344,D08.811.277.352.640.750,sphingomyelin_phosphodiesterase
2345,D27.888.569.100,carcinogens
2346,C18.452.648.618.337,hemochromatosis
2347,D02.691.550,iron_compounds
2348,N06.850.520.450.643,multicenter_studies_as_topic
2349,N06.850.490.500.250,observer_variation
2350,H01.770.644.728,research_design
2351,E05.200.124.100.115,blood_urea_nitrogen
2352,D01.710.100,cisplatin
2353,C13.351.968.419.780,renal_insufficiency
2354,D08.811.277.656.350.245,carboxypeptidases
2355,D12.776.580.216.375,hsp70_heat-shock_proteins
2356,D09.698.813,sepharose
2357,D23.119,blood_coagulation_factors
2358,D08.811.277.656.959.350.176,chymotrypsin
2359,D01.625.175,cyanogen_bromide
2360,D12.644.541,peptide_fragments
2361,E05.393.760.705.685,peptide_mapping
2362,B03.510.460.410.810,streptomycetaceae
2363,D08.811.277.656.959.350.895,trypsin
2364,D12.776.660.720.575,nitric_oxide_synthase_type_ii
2365,D01.695.625.675.650.775,polyphosphates
2366,D03.633.400.095.290,apomorphine
2367,D12.776.631.645.374,kv_channel-interacting_proteins
2368,E05.588.570,microarray_analysis
2369,F03.700.750,schizophrenia
2370,D12.776.476.900.100,sirtuin_1
2371,D08.811.277.656.959.350.330,fibrinolysin
2372,unknown,pathologic
2373,D12.776.377.715.182.580,plasminogen
2374,D13.695.250,dinucleoside_phosphates
2375,G05.360.340.024.340.137.515,introns
2376,D12.776.624.664,oncogene_proteins
2377,D12.776.660.720,poly-adp-ribose_binding_proteins
2378,D03.383.742,pyrimidines
2379,D13.444.735.640,rna_precursors
2380,unknown,ribonucleoprotein
2381,unknown,u2_small_nuclear
2382,D12.776.664.962.500,ribonucleoproteins
2383,A11.284.430.106.279.345.850,spliceosomes
2384,D12.776.664.962.829.750,splicing_factor_u2af
2385,D03.633.100.150.266.450.252.500,hesperidin
2386,G09.188.390.150,blood_coagulation
2387,G09.188.390.600,platelet_activation
2388,D12.776.660.720.438,dna-activated_protein_kinase
2389,D12.776.660.764,proto-oncogene_proteins_c-mdm2
2390,unknown,ionizing
2391,D08.811.277.913.292,arginase
2392,D02.092.211.415,biogenic_polyamines
2393,A04.411.125,bronchi
2394,C16.614.213,cystic_fibrosis
2395,G11.427.494,muscle_contraction
2396,unknown,smooth
2397,D12.125.095.765,ornithine
2398,A12.200.808,sputum
2399,D23.529.374.500.400.600,interleukin-1beta
2400,A10.165.382.350.050,intervertebral_disc
2401,C23.300.707.952,intervertebral_disc_displacement
2402,D03.383.533.640.362,molsidomine
2403,D27.505.954.411.590,nitric_oxide_donors
2404,D01.625.700.750,peroxynitrous_acid
2405,D02.455.426.559.389.657.654.305.500.195,clofibrate
2406,G03.344,esterification
2407,D27.888.569.100.675,peroxisome_proliferators
2408,D02.675.276.232.115,carbachol
2409,D27.505.696.577.120.140,cholinergic_agonists
2410,A03.556.249.249.356,colon
2411,D06.472.317,gastrointestinal_hormones
2412,D12.644.548.585,natriuretic_peptides
2413,D12.776.631.650.875,vasoactive_intestinal_peptide
2414,D08.811.277.087,amidohydrolases
2415,D27.505.954.122.085.255,antitubercular_agents
2416,D12.776.097.237,dna_gyrase
2417,B03.510.460.400.410.552.552.402,mycobacterium_bovis
2418,B03.510.460.400.410.552.552.702,mycobacterium_tuberculosis
2419,D12.776.820,protozoan_proteins
2420,D03.383.679.750,pyrazinamide
2421,G05.380.350,gene_dosage
2422,G05.360.600.600,r_factors
2423,G05.360.340.024.850,tandem_repeat_sequences
2424,D08.811.682.662.825,tetrahydrofolate_dehydrogenase
2425,D08.811.682.690.708.292,dopamine_beta-hydroxylase
2426,A06,endocrine_system
2427,D08.811.913.555.500.700,phenylethanolamine_n-methyltransferase
2428,D12.644.548.691.525.525,prolactin
2429,A08.800.050.800.300.800,stellate_ganglion
2430,D12.776.556.579.374.925,tyrosine_3-monooxygenase
2431,unknown,aplastic
2432,unknown,differential
2433,unknown,cyclic
2434,C18.452.284.280,fanconi_anemia
2435,N02.421.726.233.221.250,genetic_carrier_screening
2436,D03.633.100.473.412.249,mitomycins
2437,B01.650.940.800.575.912.250,magnoliopsida
2438,B03.660.250.150.542.150,pectobacterium_chrysanthemi
2439,G05.113.220.781.906.250,chromosome_pairing
2440,G05.113.220.687.500,meiotic_prophase_i
2441,G05.113.220.781.906.750,pachytene_stage
2442,D12.776.947.249.500,sumo-1_protein
2443,G05.360.162.865.983,y_chromosome
2444,D12.776.476.024.050,14-3-3_proteins
2445,D12.776.930.211,e2f_transcription_factors
2446,D12.776.930.211.500,e2f1_transcription_factor
2447,unknown,p53
2448,D12.776.624.664.700.169,proto-oncogene_proteins_c-bcl-2
2449,G07.738,radiation_tolerance
2450,D12.776.660.769.100,retinoblastoma-binding_protein_1
2451,D12.776.476.075.718.400,bcl-2-associated_x_protein
2452,D12.776.476.075.718.875,bcl-x_protein
2453,D10.251.355.343.500,linoleic_acids
2454,D27.505.954.248.692,poly(adp-ribose)_polymerase_inhibitors
2455,G07.203.650.353.400,fasting
2456,D03.633.100.150.266.450.252,flavanones
2457,D23.529.374.480.615.350,interferon-gamma
2458,D23.469.050.175.725.200.200,prostaglandin_d2
2459,unknown,tumor_suppressor
2460,D12.776.930.969,tumor_protein_p73
2461,J02.500.428,dietary_proteins
2462,D02.033.375,ethanol
2463,D03.383.742.698.253.650,phenobarbital
2464,C18.654.521.500.708,protein_deficiency
2465,unknown,surface
2466,A11.284.180.290,flagella
2467,B03.660.250.150.590.500,proteus_mirabilis
2468,unknown,monovalent
2469,B03.660.250.110.150,chromatium
2470,D02.241.152.367,glyoxylates
2471,D02.241.511.505,malates
2472,D02.241.755.648,oxaloacetates
2473,D13.695.900,thionucleotides
2474,B01.050.150.900.248.165.150,columbidae
2475,D08.811.682.047.150.700.400,glycerolphosphate_dehydrogenase
2476,D10.570.755.375,glycerophosphates
2477,D02.241.511.459,lactates
2478,C19.246.099,diabetes_complications
2479,C19.246.099.937,diabetic_neuropathies
2480,C19.246.099.500.382,diabetic_retinopathy
2481,D27.505.696.422,hypoglycemic_agents
2482,D02.078.370.141.450,metformin
2483,D08.811.913.696.620,phosphotransferases_(alcohol_group_acceptor)
2484,D01.552.544.555,molybdenum
2485,J01.637.512,nanostructures
2486,D08.811.277.151,aminohydrolases
2487,E05.301.300.049,blood_protein_electrophoresis
2488,N01.600,population
2489,D08.811.399.475.200.350,glucose-6-phosphate_isomerase
2490,unknown,indians
2491,unknown,south_american
2492,Z01.107.757.702,peru
2493,D12.776.556.579.750.500,transferrin
2494,G04.022,cell_adhesion
2495,D23.050.301.350,cell_adhesion_molecules
2496,C06.405.469.158.188,colitis
2497,G04.198.424.233.500,leukocyte_rolling
2498,D08.811.682.881.500,superoxide_dismutase-1
2499,D12.776.930.680.300,creb-binding_protein
2500,unknown,b-lymphocyte
2501,D10.251.694.750,palmitic_acid
2502,D10.251.694,palmitic_acids
2503,B01.650.940.800.575.912.250.341.998.500.500,camellia_sinensis
2504,J02.200.831,tea
2505,D12.776.354.875,schizosaccharomyces_pombe_proteins
2506,D12.776.827.275.700.500,tacrolimus_binding_protein_1a
2507,D01.475.410,iodides
2508,D08.811.682.732.850,peroxiredoxins
2509,D12.644.548.691.525.883,thyrotropin
2510,A11.284.430.214.190.750,cytoskeleton
2511,G01.358.500.249.277.350,electric_impedance
2512,D23.529.624.170,fibroblast_growth_factor_7
2513,D23.529.624,fibroblast_growth_factors
2514,D12.776.220.525.475.100,myosin_heavy_chains
2515,D12.776.543.940.750,occludin
2516,A10.615.550.760,respiratory_mucosa
2517,A11.284.149.165.420.820,tight_junctions
2518,D03.633.100.150.266.450.260,flavones
2519,B01.050.150.900.649.313.988.400.112.199.120.510.550,macaca_mulatta
2520,D03.383.621,piperidines
2521,B01.650.940.800.575.912.250.583.520.942.500,scutellaria_baicalensis
2522,A11.436.348.500,hep_g2_cells
2523,C16.320.240.875,mulibrey_nanism
2524,G16.645,organelle_biogenesis
2525,D12.776.157.635.750,peroxisome-targeting_signal_1_receptor
2526,A11.284.430.214.190.875.190.190.755.600,peroxisomes
2527,G03.812,proteolysis
2528,A11.733.397.815,raw_264.7_cells
2529,G09.188.390.150.390,fibrinolysis
2530,D01.625.525,nitric_acid
2531,N06.850.520.830.600.800.725,risk_factors
2532,D12.776.660.075.500,ataxin-1
2533,D12.776.660.075,ataxins
2534,D23.101.140.075.050,lewis_x_antigen
2535,D12.776.930.710.500.300,octamer_transcription_factor-3
2536,D08.211.096,biotin
2537,D12.776.543.940.200.100,claudin-1
2538,A09.246.631.246,cochlea
2539,D12.776.543.585.250,connexins
2540,C23.888.592.763.393.341.186,deafness
2541,D12.776.543.585.400.750.900.124.249.500,kcnq1_potassium_channel
2542,unknown,inwardly_rectifying
2543,D12.776.543.585.937.875,sodium-potassium-chloride_symporters
2544,A09.246.631.246.292.876,stria_vascularis
2545,D27.505.696.577.050.200.200.100,adrenergic_beta-1_receptor_antagonists
2546,D02.948.681.241,celiprolol
2547,C23.888.852.079,hypoxia
2548,G09.330.955.975,ventricular_remodeling
2549,unknown,initiator
2550,D08.811.464.754.600,dna_ligases
2551,G08.686.784.170.104,embryonic_development
2552,G09.188.343.414,erythropoiesis
2553,G07.345,growth_and_development
2554,C16.320.180.210,de_lange_syndrome
2555,N02.421.726.233.221,genetic_testing
2556,C17.800.794.111,acne_vulgaris
2557,D02.172,azo_compounds
2558,E05.196.904,thermogravimetry
2559,D01.268.956,transition_elements
2560,C14.907.585.500,myocardial_infarction
2561,E02.319.913,thrombolytic_therapy
2562,D03.633.100.759.758.824.938,xanthine
2563,D03.633.100.759.758.824,xanthines
2564,unknown,high-fat
2565,G03.295,energy_metabolism
2566,unknown,nonesterified
2567,E02.642.249,diet_therapy
2568,D12.776.476.600,ribosomal_protein_s6_kinases
2569,unknown,70-kda
2570,N05.715.360.575.575.800.760,treatment_failure
2571,G07.345.249.314.120.200.926,weight_gain
2572,G14.020.371,dark_adaptation
2573,unknown,anatomy_&_histology
2574,D23.767.930,retinal_pigments
2575,A11.671.650.915.937.670.650,retinal_rod_photoreceptor_cells
2576,D23.767.261.700.690,retinaldehyde
2577,D23.767.930.750.500.500,rhodopsin
2578,D23.767.930.750.500,rod_opsins
2579,unknown,vision
2580,unknown,ocular
2581,D08.811.399.325,cis-trans-isomerases
2582,D10.251.400.045.500,acetic_acid
2583,G06.099.100,bacterial_load
2584,J02.500.350.300.444,cheese
2585,D02.241.081.901.434.249,citric_acid
2586,D27.720.274,disinfectants
2587,unknown,multiple
2588,N06.850.540,equipment_contamination
2589,N06.850.601.500.249,food_contamination
2590,D02.092.146.400,gentian_violet
2591,A19.687.400,hyphae
2592,B03.510.460.400.410.485.500,listeria_monocytogenes
2593,B01.300.381.662,penicillium
2594,N06.850.860,sanitation
2595,N06.850.520.830.933.500,spatio-temporal_analysis
2596,J01.637.051.058.807.681,stainless_steel
2597,G03.059,alkylation
2598,D12.125.166.388,ethionine
2599,D12.776.422.220.187.500,cytochromes_b5
2600,D23.767.727.280,deuteroporphyrins
2601,D02.691.550.100,ferric_compounds
2602,D23.767.727.640,metalloporphyrins
2603,E05.196.922,titrimetry
2604,C14.907.109,aortic_diseases
2605,D12.776.521.120.500,apolipoproteins_e
2606,A11.284.295.588.500,cell-derived_microparticles
2607,A11.436.275.182,endothelial_progenitor_cells
2608,D12.776.377.715.548.114.224.642,infliximab
2609,unknown,atherosclerotic
2610,unknown,sleep_apnea
2611,unknown,obstructive
2612,C13.351.937.418.875.200,endometrial_neoplasms
2613,E04.950.300.399,hysterectomy
2614,E04.446,lymph_node_excision
2615,C23.550.727.650.560,lymphatic_metastasis
2616,A10.690.467.500,myometrium
2617,C23.550.727.645,neoplasm_invasiveness
2618,unknown,liquid
2619,D12.776.422.220.286.100,cytochromes_c
2620,A11.284.149.165.570,membrane_microdomains
2621,D12.776.575.750.625,mitochondrial_proton-translocating_atpases
2622,Z01.542.088,austria
2623,D12.776.543.585.450.074.500.500.500.500,cystic_fibrosis_transmembrane_conductance_regulator
2624,C06.689.276,exocrine_pancreatic_insufficiency
2625,unknown,restriction_fragment_length
2626,D12.776.422.220,cytochromes
2627,D03.633.100.150.266.450.400.375,genistein
2628,unknown,injuries
2629,D02.389.338.825,tert-butylhydroperoxide
2630,unknown,pharmaceutical
2631,unknown,type_5
2632,L01.224.160.249,molecular_docking_simulation
2633,D27.505.519.389.735.500,phosphodiesterase_5_inhibitors
2634,D03.633.300.953.600,rhodamines
2635,D03.633.300.154.672,tadalafil
2636,E05.200.875.150.125,bacterial_typing_techniques
2637,D09.947.750.340,lactose
2638,B03.660.250.915.750.500,stenotrophomonas_maltophilia
2639,D09.947.750.770,sucrose
2640,E05.916.330,drug_stability
2641,E02.319.300.253,delayed-action_preparations
2642,A14.549.167.646.480,gingiva
2643,C07.465.714.258,gingival_diseases
2644,D27.505.696.377.605.600.708,vitamin_b_complex
2645,B03.660.250.150.542,pectobacterium
2646,D12.776.835.700.350.200,peptide_elongation_factor_g
2647,D10.570.938.146,cholecalciferol
2648,D12.776.422.220.453.915.150,cholestanetriol_26-monooxygenase
2649,D12.125.262,aminolevulinic_acid
2650,D02.241.755.465,ketoglutaric_acids
2651,D02.241.755.547,levulinic_acids
2652,D08.211.740,pyridoxal_phosphate
2653,D01.552.544.185.500.354,cobalt_radioisotopes
2654,N06.850.601.500.249.300,food_microbiology
2655,B01.300,fungi
2656,D23.767.405.650,riboflavin
2657,D03.383.742.795,thiamine
2658,D01.650.550.400,hypochlorous_acid
2659,D02.455.426.559.389.657.746,probucol
2660,D10.251.941,thioctic_acid
2661,D12.644.548.586.469.500,glucagon
2662,G03.191.500,gluconeogenesis
2663,G04.383,contact_inhibition
2664,A11.299.500,pc12_cells
2665,D10.570.755.375.760.400.971,phosphatidylserines
2666,A11.284.835,subcellular_fractions
2667,D03.633.100.733.631.400,folic_acid
2668,D27.505.519.389.350,folic_acid_antagonists
2669,D03.633.100.733.631.192.500,methotrexate
2670,D23.529.942.200.200,bone_morphogenetic_protein_2
2671,G05.360.340.024.159,cpg_islands
2672,A11.329.629,osteoblasts
2673,A11.329.629.500,osteocytes
2674,D08.811.682.047,alcohol_oxidoreductases
2675,H01.181.122.650,molecular_biology
2676,D12.776.872.140,complement_c1_inactivator_proteins
2677,D23.119.450,factor_xii
2678,G09.330.380.690,kallikrein-kinin_system
2679,unknown,kininogen
2680,unknown,high-molecular-weight
2681,D12.776.580,molecular_chaperones
2682,D23.119.597.712,prekallikrein
2683,unknown,complement
2684,A16.378.693.807,umbilical_veins
2685,J01.293.069.249.249,metabolic_engineering
2686,D08.811.277.450.066.050,alpha-amylases
2687,J01.637.087.500.254,artificial_cells
2688,A11.284.430,intracellular_space
2689,D12.776.543.750.054,methyl-accepting_chemotaxis_proteins
2690,D08.811.277.040.025.193,molecular_motor_proteins
2691,D12.776.602,mutant_proteins
2692,G01.482.703,rotation
2693,N06.850.520.308,data_collection
2694,D12.776.765.678,plant_lectins
2695,unknown,nuclear
2696,unknown,superhelical
2697,D12.776.260.246,factor_for_inversion_stimulation_protein
2698,D23.297.500,integration_host_factors
2699,unknown,atomic_force
2700,G05.360.580,nucleic_acid_conformation
2701,D01.695.625.675.650.075,calcium_phosphates
2702,G02.159,chemical_precipitation
2703,D13.695.827.232,cytosine_nucleotides
2704,G03.222,deamination
2705,D13.570.230,deoxyribonucleosides
2706,B04.820.650.375.525.225,friend_murine_leukemia_virus
2707,C23.300.775.525,hepatomegaly
2708,C15.378.738,polycythemia
2709,D02.675.276,quaternary_ammonium_compounds
2710,D09.408.051.885,streptomycin
2711,D27.720.470.410.700,sulfhydryl_reagents
2712,D09.947.875.805,tetroses
2713,D08.811.913.400.725.115.660,nad+_nucleosidase
2714,unknown,electrospray_ionization
2715,C14.907.585.250.260,coronary_artery_disease
2716,D04.615.723.795.576.571,morphine
2717,A05.360.319.679.490,endometrium
2718,G09.772.705.700.390,inhalation
2719,D27.505.954.411.162,antihypertensive_agents
2720,unknown,combination
2721,unknown,heart_defects
2722,unknown,congenital
2723,unknown,infusions
2724,G09.772.593,pulmonary_circulation
2725,C06.130.564.263,cholecystitis
2726,C06.301.120.401,gallbladder_neoplasms
2727,D23.101.140.400,ki-67_antigen
2728,C10.574,neurodegenerative_diseases
2729,A11.284.149.165.420.780.550.550,neuromuscular_junction
2730,D12.776.543.585.562.374.750,gaba_plasma_membrane_transport_proteins
2731,D12.776.419,helminth_proteins
2732,D12.776.543.585.450.074.500,organic_anion_transporters
2733,D12.776.543.585.562.750.750,vesicular_inhibitory_amino_acid_transport_proteins
2734,D12.776.556.579.374.568.500.020,arachidonate_5-lipoxygenase
2735,D23.469.050.175.450.725.415,leukotriene_d4
2736,G02.111.570.060.670.610,nuclear_localization_signals
2737,G04.270.620,respiratory_burst
2738,unknown,keratoderma
2739,unknown,palmoplantar
2740,G12.875.545.328,graft_rejection
2741,E04.936.450.650,pancreas_transplantation
2742,E04.210.752,pancreatectomy
2743,unknown,autologous
2744,unknown,homologous
2745,D02.455.326.271.367,ethylenes
2746,G02.723.661,osmotic_pressure
2747,E02.319.310.037,antineoplastic_combined_chemotherapy_protocols
2748,D03.383.742.698.875.404,fluorouracil
2749,B04.820.250.475,hepacivirus
2750,unknown,subcutaneous
2751,A07.231.908.670.567,portal_vein
2752,unknown,interferon_alpha-beta
2753,unknown,interferon
2754,E02.860,remission_induction
2755,C14.907.355.830.925,venous_thrombosis
2756,D23.529.374.200.110.990.500,chemokine_ccl2
2757,C05.799.613,osteoarthritis
2758,unknown,cytosolic
2759,E04.525.210.560.500,muscle_denervation
2760,D12.776.543.585.400.875,sodium_channels
2761,E05.196.712.516,luminescent_measurements
2762,C04.557.580.625.600.380.080,astrocytoma
2763,C10.551.240.250,brain_neoplasms
2764,C04.557.580.625.600.380.080.335,glioblastoma
2765,unknown,theoretical
2766,unknown,photochemical
2767,unknown,waste_disposal
2768,unknown,fluid
2769,N06.230.850,water_movements
2770,N06.850.860.510.900.900,water_purification
2771,B01.300.381.025,acremonium
2772,D03.633.100.300.249,cephalosporins
2773,D03.633.100.300.249.250,cephamycins
2774,D08.811.399.520,intramolecular_transferases
2775,D08.811.399,isomerases
2776,D08.811.682.690,oxygenases
2777,D08.811.464.259.850,peptide_synthases
2778,B01.300.300.500,mucorales
2779,B01.050.150.900.493.850,smegmamorpha
2780,N06.230.124.625,wetlands
2781,D12.776.095,avian_proteins
2782,D12.776.930.127,basic-leucine_zipper_transcription_factors
2783,D12.776.930.211.812,e2f4_transcription_factor
2784,G02.930,viscosity
2785,unknown,squamous_cell
2786,unknown,herpesvirus_4
2787,unknown,scid
2788,C09.775.549.650,nasopharyngeal_neoplasms
2789,unknown,heterologous
2790,B01.050.500.131.365.060.050,artemia
2791,D02.455.426.559.389.185,biphenyl_compounds
2792,B01.650.940.800.575.912.250.198.500.750,nyctaginaceae
2793,D02.640.743.690,picrates
2794,unknown,plant_components
2795,unknown,aerial
2796,D02.705.672.500.243,cyclophosphamide
2797,D02.654.442.200,diethylnitrosamine
2798,D02.948.594.310,ethylnitrosourea
2799,unknown,inbred_a
2800,B04.820.650.375.525.596,moloney_murine_leukemia_virus
2801,D02.948.594,nitrosourea_compounds
2802,D02.455.849.090,cannabinoids
2803,E05.196.566.500,gas_chromatography-mass_spectrometry
2804,F01.145.805.250.500,marijuana_smoking
2805,N06.850.780.500.765,substance_abuse_detection
2806,D27.505.696.377.077.077,angiogenesis_inducing_agents
2807,C14.907.514,hypotension
2808,D08.811.255,holoenzymes
2809,unknown,suppression
2810,A15.382.066,antigen-presenting_cells
2811,unknown,binding
2812,unknown,competitive
2813,D20.215.894.691.263,diphtheria_toxoid
2814,G12.575,lymphocyte_cooperation
2815,D12.776.872.557,ovalbumin
2816,unknown,b-cell
2817,unknown,lipoprotein
2818,unknown,scavenger
2819,unknown,scavenger_receptors
2820,unknown,class_b
2821,D20.215.894.691.824,tetanus_toxoid
2822,F03.625.164.113.500,autistic_disorder
2823,Z01.252.245.500.750,saudi_arabia
2824,D12.776.543.585.813.750,sodium-potassium-exchanging_atpase
2825,unknown,mhc_class_ii
2826,G05.360.080.708.850.400,hiv_long_terminal_repeat
2827,B04.820.650.589.650.350.400,hiv-1
2828,D23.050.705.552.450.400.440,hla-dr_antigens
2829,D03.633.300.669,phenanthrolines
2830,B03.660.250.150.590,proteus
2831,B03.660.250.150.710,salmonella
2832,B03.510.400.790.750,staphylococcus
2833,C13.351.500.342,herpes_genitalis
2834,unknown,herpesvirus_2
2835,D23.529.374.440.890,interferon_type_i
2836,A11.436.397,keratinocytes
2837,D13.695,nucleotides
2838,C06.130.120.135,cholestasis
2839,unknown,extrahepatic
2840,E05.200.124.200,clinical_enzyme_tests
2841,unknown,cellulose_acetate
2842,B01.050.150.900.090.180,anura
2843,D13.695.827.426.504,guanosine_triphosphate
2844,D13.695.827.426.504.400,guanylyl_imidodiphosphate
2845,D02.092.311.649,isoproterenol
2846,A11.872.590,multipotent_stem_cells
2847,D12.776.930.823.100,soxb1_transcription_factors
2848,D03.383.129.708,thiazoles
2849,D02.886.675.966,thiazolidines
2850,D02.691.750.740.644.261,chloromercuribenzoates
2851,D09.853.329,erythritol
