,source,target
2870,6611196L6,6611196L5
2871,6611196L7,6611196L6
2872,6611196L8,6611196L7
2873,20614687L1,20614687L0
2874,20614687L2,20614687L1
2875,20614687L3,20614687L2
2876,20614687L4,20614687L3
2877,20614687L5,20614687L4
2878,20614687L6,20614687L5
2879,20614687L7,20614687L6
2880,20614687L8,20614687L7
2881,20614687L9,20614687L8
2882,20614687L10,20614687L9
2883,28088753L1,28088753L0
2884,28088753L2,28088753L1
2885,28088753L3,28088753L2
2886,28088753L4,28088753L3
2887,28088753L5,28088753L4
2888,28088753L6,28088753L5
2889,28088753L7,28088753L6
2890,28088753L8,28088753L7
2891,28088753L9,28088753L8
2892,28088753L10,28088753L9
2893,14704342L1,14704342L0
2894,14704342L2,14704342L1
2895,14704342L3,14704342L2
2896,14704342L4,14704342L3
2897,14704342L5,14704342L4
2898,14704342L6,14704342L5
2899,7527810L1,7527810L0
2900,7527810L2,7527810L1
2901,7527810L3,7527810L2
2902,7527810L4,7527810L3
2903,7527810L5,7527810L4
2904,7527810L6,7527810L5
2905,7527810L7,7527810L6
2906,7527810L8,7527810L7
2907,7527810L9,7527810L8
2908,19781542L1,19781542L0
2909,19781542L2,19781542L1
2910,19781542L3,19781542L2
2911,19781542L4,19781542L3
2912,19781542L5,19781542L4
2913,19781542L6,19781542L5
2914,1567183L1,1567183L0
2915,1567183L2,1567183L1
2916,1567183L3,1567183L2
2917,16257723L1,16257723L0
2918,16257723L2,16257723L1
2919,16257723L3,16257723L2
2920,16257723L4,16257723L3
2921,16257723L5,16257723L4
2922,16257723L6,16257723L5
2923,3622761L1,3622761L0
2924,3622761L2,3622761L1
2925,3622761L3,3622761L2
2926,3622761L4,3622761L3
2927,3622761L5,3622761L4
2928,3622761L6,3622761L5
2929,3622761L7,3622761L6
2930,3622761L8,3622761L7
2931,29608601L1,29608601L0
2932,29608601L2,29608601L1
2933,29608601L3,29608601L2
2934,29608601L4,29608601L3
2935,29608601L5,29608601L4
2936,29608601L6,29608601L5
2937,29608601L7,29608601L6
2938,29608601L8,29608601L7
2939,29608601L9,29608601L8
2940,10659568L1,10659568L0
2941,10659568L2,10659568L1
2942,10659568L3,10659568L2
2943,10659568L4,10659568L3
2944,24719354L1,24719354L0
2945,24719354L2,24719354L1
2946,24719354L3,24719354L2
2947,24719354L4,24719354L3
2948,24719354L5,24719354L4
2949,24719354L6,24719354L5
2950,24719354L7,24719354L6
2951,24719354L8,24719354L7
2952,24719354L9,24719354L8
2953,24719354L10,24719354L9
2954,14716207L1,14716207L0
2955,14716207L2,14716207L1
2956,14716207L3,14716207L2
2957,14716207L4,14716207L3
2958,14716207L5,14716207L4
2959,14716207L6,14716207L5
2960,14716207L7,14716207L6
2961,14716207L8,14716207L7
2962,12110588L1,12110588L0
2963,12110588L2,12110588L1
2964,12110588L3,12110588L2
2965,12110588L4,12110588L3
2966,12110588L5,12110588L4
2967,11429826L1,11429826L0
2968,11429826L2,11429826L1
2969,11429826L3,11429826L2
2970,11429826L4,11429826L3
2971,17940334L1,17940334L0
2972,17940334L2,17940334L1
2973,17940334L3,17940334L2
2974,17940334L4,17940334L3
2975,17940334L5,17940334L4
2976,17940334L6,17940334L5
2977,17940334L7,17940334L6
2978,17940334L8,17940334L7
2979,17940334L9,17940334L8
2980,17940334L10,17940334L9
2981,17940334L11,17940334L10
2982,17940334L12,17940334L11
2983,17940334L13,17940334L12
2984,15808631L1,15808631L0
2985,15808631L2,15808631L1
2986,15808631L3,15808631L2
2987,15808631L4,15808631L3
2988,15808631L5,15808631L4
2989,15808631L6,15808631L5
2990,15808631L7,15808631L6
2991,15808631L8,15808631L7
2992,15808631L9,15808631L8
2993,15808631L10,15808631L9
2994,15808631L11,15808631L10
2995,15808631L12,15808631L11
2996,15808631L13,15808631L12
2997,15808631L14,15808631L13
2998,15808631L15,15808631L14
2999,15808631L16,15808631L15
3000,15808631L17,15808631L16
3001,8882715L1,8882715L0
3002,8882715L3,8882715L2
3003,8882715L4,8882715L3
3004,8882715L5,8882715L4
3005,8882715L6,8882715L5
3006,8882715L7,8882715L6
3007,8882715L8,8882715L7
3008,8882715L9,8882715L8
3009,8882715L10,8882715L9
3010,8882715L11,8882715L10
3011,8882715L12,8882715L11
3012,8713067L1,8713067L0
3013,8713067L2,8713067L1
3014,8713067L3,8713067L2
3015,8713067L4,8713067L3
3016,8713067L5,8713067L4
3017,25156995L1,25156995L0
3018,25156995L2,25156995L1
3019,25156995L3,25156995L2
3020,25156995L4,25156995L3
3021,25156995L5,25156995L4
3022,25156995L6,25156995L5
3023,25156995L7,25156995L6
3024,25156995L8,25156995L7
3025,3887570L1,3887570L0
3026,3887570L2,3887570L1
3027,3887570L3,3887570L2
3028,18956331L1,18956331L0
3029,18956331L2,18956331L1
3030,18956331L3,18956331L2
3031,25952120L1,25952120L0
3032,25952120L2,25952120L1
3033,25952120L3,25952120L2
3034,25952120L4,25952120L3
3035,25952120L5,25952120L4
3036,25952120L6,25952120L5
3037,25952120L7,25952120L6
3038,10375398L1,10375398L0
3039,10375398L2,10375398L1
3040,10375398L3,10375398L2
3041,10375398L4,10375398L3
3042,10375398L5,10375398L4
3043,10375398L6,10375398L5
3044,10375398L7,10375398L6
3045,10375398L8,10375398L7
3046,9056723L1,9056723L0
3047,9056723L2,9056723L1
3048,9056723L3,9056723L2
3049,23847199L1,23847199L0
3050,23847199L2,23847199L1
3051,23847199L3,23847199L2
3052,23847199L4,23847199L3
3053,23847199L5,23847199L4
3054,23847199L6,23847199L5
3055,18520097L1,18520097L0
3056,18520097L2,18520097L1
3057,12635357L1,12635357L0
3058,12635357L2,12635357L1
3059,12635357L3,12635357L2
3060,25156181L1,25156181L0
3061,25156181L2,25156181L1
3062,25156181L3,25156181L2
3063,21761294L1,21761294L0
3064,21761294L2,21761294L1
3065,21761294L3,21761294L2
3066,18340625L1,18340625L0
3067,18340625L2,18340625L1
3068,18340625L3,18340625L2
3069,18340625L4,18340625L3
3070,18340625L5,18340625L4
3071,18340625L6,18340625L5
3072,18340625L7,18340625L6
3073,18340625L8,18340625L7
3074,18340625L9,18340625L8
3075,18340625L10,18340625L9
3076,3110160L1,3110160L0
3077,3110160L2,3110160L1
3078,3110160L3,3110160L2
3079,3110160L4,3110160L3
3080,3110160L5,3110160L4
3081,3110160L6,3110160L5
3082,10756192L1,10756192L0
3083,10756192L2,10756192L1
3084,10756192L3,10756192L2
3085,10756192L4,10756192L3
3086,10756192L5,10756192L4
3087,10756192L6,10756192L5
3088,10756192L7,10756192L6
3089,28138058L1,28138058L0
3090,28138058L2,28138058L1
3091,28138058L3,28138058L2
3092,28138058L4,28138058L3
3093,28138058L5,28138058L4
3094,28138058L6,28138058L5
3095,28138058L7,28138058L6
3096,15248763L1,15248763L0
3097,15248763L2,15248763L1
3098,15248763L3,15248763L2
3099,15248763L4,15248763L3
3100,15248763L5,15248763L4
3101,15248763L6,15248763L5
3102,15248763L7,15248763L6
3103,15248763L8,15248763L7
3104,15248763L9,15248763L8
3105,24690776L1,24690776L0
3106,24690776L2,24690776L1
3107,24690776L3,24690776L2
3108,24690776L4,24690776L3
3109,24690776L5,24690776L4
3110,24690776L6,24690776L5
3111,24690776L7,24690776L6
3112,24690776L8,24690776L7
3113,24690776L9,24690776L8
3114,24690776L10,24690776L9
3115,21421391L1,21421391L0
3116,21421391L2,21421391L1
3117,21421391L3,21421391L2
3118,21421391L4,21421391L3
3119,21421391L5,21421391L4
3120,21421391L6,21421391L5
3121,21421391L7,21421391L6
3122,2851728L1,2851728L0
3123,2851728L2,2851728L1
3124,2851728L3,2851728L2
3125,2851728L4,2851728L3
3126,10227149L1,10227149L0
3127,10227149L2,10227149L1
3128,10227149L3,10227149L2
3129,10227149L4,10227149L3
3130,10227149L5,10227149L4
3131,11684383L1,11684383L0
3132,11684383L2,11684383L1
3133,11684383L3,11684383L2
3134,11684383L4,11684383L3
3135,11684383L5,11684383L4
3136,11684383L6,11684383L5
3137,11684383L7,11684383L6
3138,11684383L8,11684383L7
3139,11684383L9,11684383L8
3140,8343960L1,8343960L0
3141,8343960L2,8343960L1
3142,8343960L3,8343960L2
3143,8343960L4,8343960L3
3144,19179646L1,19179646L0
3145,19179646L2,19179646L1
3146,19179646L3,19179646L2
3147,19179646L4,19179646L3
3148,19179646L5,19179646L4
3149,19179646L6,19179646L5
3150,19179646L7,19179646L6
3151,19179646L8,19179646L7
3152,14988380L1,14988380L0
3153,14988380L2,14988380L1
3154,14988380L3,14988380L2
3155,14988380L4,14988380L3
3156,14988380L5,14988380L4
3157,14988380L6,14988380L5
3158,14988380L7,14988380L6
3159,14988380L8,14988380L7
3160,14988380L9,14988380L8
3161,14988380L10,14988380L9
3162,14988380L11,14988380L10
3163,14988380L12,14988380L11
3164,14988380L13,14988380L12
3165,14988380L14,14988380L13
3166,10438619L1,10438619L0
3167,10438619L2,10438619L1
3168,10438619L3,10438619L2
3169,10438619L4,10438619L3
3170,10438619L5,10438619L4
3171,10438619L6,10438619L5
3172,10438619L7,10438619L6
3173,11880187L1,11880187L0
3174,11880187L2,11880187L1
3175,11880187L3,11880187L2
3176,11880187L4,11880187L3
3177,11880187L5,11880187L4
3178,12146863L1,12146863L0
3179,12146863L2,12146863L1
3180,27254938L1,27254938L0
3181,27254938L2,27254938L1
3182,27254938L3,27254938L2
3183,27254938L4,27254938L3
3184,27254938L5,27254938L4
3185,11338426L1,11338426L0
3186,11338426L2,11338426L1
3187,11338426L3,11338426L2
3188,11338426L4,11338426L3
3189,11338426L5,11338426L4
3190,11338426L6,11338426L5
3191,11338426L7,11338426L6
3192,11338426L8,11338426L7
3193,11338426L9,11338426L8
3194,12816443L1,12816443L0
3195,12816443L2,12816443L1
3196,11370196L1,11370196L0
3197,11370196L2,11370196L1
3198,11370196L3,11370196L2
3199,11370196L4,11370196L3
3200,11370196L5,11370196L4
3201,11370196L6,11370196L5
3202,11370196L7,11370196L6
3203,16084734L1,16084734L0
3204,16084734L2,16084734L1
3205,16084734L3,16084734L2
3206,16084734L4,16084734L3
3207,16084734L5,16084734L4
3208,16084734L6,16084734L5
3209,24715612L1,24715612L0
3210,24715612L2,24715612L1
3211,24715612L3,24715612L2
3212,24715612L4,24715612L3
3213,24715612L5,24715612L4
3214,24715612L6,24715612L5
3215,24715612L7,24715612L6
3216,24715612L8,24715612L7
3217,24715612L9,24715612L8
3218,24715612L10,24715612L9
3219,24715612L11,24715612L10
3220,4006193L1,4006193L0
3221,4006193L2,4006193L1
3222,4006193L3,4006193L2
3223,11207775L1,11207775L0
3224,11207775L2,11207775L1
3225,11207775L3,11207775L2
3226,11207775L4,11207775L3
3227,11207775L5,11207775L4
3228,11207775L6,11207775L5
3229,11207775L7,11207775L6
3230,11207775L8,11207775L7
3231,11207775L9,11207775L8
3232,28662214L1,28662214L0
3233,28662214L2,28662214L1
3234,28662214L3,28662214L2
3235,28662214L4,28662214L3
3236,28662214L5,28662214L4
3237,28662214L6,28662214L5
3238,28662214L7,28662214L6
3239,28662214L8,28662214L7
3240,28662214L9,28662214L8
3241,28662214L10,28662214L9
3242,28662214L11,28662214L10
3243,28662214L12,28662214L11
3244,10553817L1,10553817L0
3245,10553817L2,10553817L1
3246,10553817L3,10553817L2
3247,10553817L4,10553817L3
3248,10553817L5,10553817L4
3249,10553817L6,10553817L5
3250,10553817L7,10553817L6
3251,10553817L8,10553817L7
3252,10553817L9,10553817L8
3253,10553817L10,10553817L9
3254,10553817L11,10553817L10
3255,10553817L12,10553817L11
3256,23108401L1,23108401L0
3257,23108401L2,23108401L1
3258,23108401L3,23108401L2
3259,23108401L4,23108401L3
3260,23108401L5,23108401L4
3261,23108401L6,23108401L5
3262,23108401L7,23108401L6
3263,23108401L8,23108401L7
3264,23108401L9,23108401L8
3265,23108401L10,23108401L9
3266,12783048L1,12783048L0
3267,12783048L2,12783048L1
3268,12783048L3,12783048L2
3269,12783048L4,12783048L3
3270,12783048L5,12783048L4
3271,8567565L1,8567565L0
3272,8567565L2,8567565L1
3273,8567565L3,8567565L2
3274,8567565L4,8567565L3
3275,8567565L5,8567565L4
3276,8567565L6,8567565L5
3277,8567565L7,8567565L6
3278,8567565L8,8567565L7
3279,8567565L9,8567565L8
3280,8567565L10,8567565L9
3281,8567565L11,8567565L10
3282,8567565L12,8567565L11
3283,1524610L1,1524610L0
3284,1524610L2,1524610L1
3285,1524610L3,1524610L2
3286,1524610L4,1524610L3
3287,12376162L1,12376162L0
3288,12376162L2,12376162L1
3289,12376162L3,12376162L2
3290,12376162L4,12376162L3
3291,12376162L5,12376162L4
3292,12376162L6,12376162L5
3293,12376162L7,12376162L6
3294,12376162L8,12376162L7
3295,12376162L9,12376162L8
3296,12376162L10,12376162L9
3297,12376162L11,12376162L10
3298,6123886L1,6123886L0
3299,6123886L2,6123886L1
3300,6123886L3,6123886L2
3301,6123886L4,6123886L3
3302,6123886L5,6123886L4
3303,6123886L6,6123886L5
3304,11988104L1,11988104L0
3305,11988104L2,11988104L1
3306,11988104L3,11988104L2
3307,11988104L4,11988104L3
3308,11988104L5,11988104L4
3309,11988104L6,11988104L5
3310,11988104L7,11988104L6
3311,11988104L8,11988104L7
3312,11988104L9,11988104L8
3313,8870840L1,8870840L0
3314,8870840L2,8870840L1
3315,8870840L3,8870840L2
3316,8870840L4,8870840L3
3317,8870840L5,8870840L4
3318,8870840L6,8870840L5
3319,6966941L1,6966941L0
3320,6966941L2,6966941L1
3321,6966941L3,6966941L2
3322,6966941L4,6966941L3
3323,27664420L1,27664420L0
3324,27664420L2,27664420L1
3325,27664420L3,27664420L2
3326,27664420L4,27664420L3
3327,27664420L5,27664420L4
3328,20847284L1,20847284L0
3329,20847284L2,20847284L1
3330,20847284L3,20847284L2
3331,20847284L4,20847284L3
3332,20847284L5,20847284L4
3333,20847284L6,20847284L5
3334,20847284L7,20847284L6
3335,20847284L8,20847284L7
3336,20847284L9,20847284L8
3337,19352043L1,19352043L0
3338,19352043L2,19352043L1
3339,19352043L3,19352043L2
3340,19352043L4,19352043L3
3341,19352043L5,19352043L4
3342,3524680L1,3524680L0
3343,3524680L2,3524680L1
3344,3524680L3,3524680L2
3345,26686189L1,26686189L0
3346,26686189L2,26686189L1
3347,26686189L3,26686189L2
3348,26686189L4,26686189L3
3349,26686189L5,26686189L4
3350,26686189L6,26686189L5
3351,19487692L1,19487692L0
3352,19487692L2,19487692L1
3353,19487692L3,19487692L2
3354,19487692L4,19487692L3
3355,19487692L5,19487692L4
3356,19487692L6,19487692L5
3357,19487692L7,19487692L6
3358,19487692L8,19487692L7
3359,19487692L9,19487692L8
3360,19487692L10,19487692L9
3361,18211801L1,18211801L0
3362,18211801L2,18211801L1
3363,18211801L3,18211801L2
3364,18211801L4,18211801L3
3365,18211801L5,18211801L4
3366,18211801L6,18211801L5
3367,18211801L7,18211801L6
3368,20509331L1,20509331L0
3369,20509331L2,20509331L1
3370,20509331L3,20509331L2
3371,20509331L4,20509331L3
3372,20509331L5,20509331L4
3373,20509331L6,20509331L5
3374,20509331L7,20509331L6
3375,20509331L8,20509331L7
3376,20509331L9,20509331L8
3377,20509331L10,20509331L9
3378,9500184L1,9500184L0
3379,9500184L2,9500184L1
3380,9500184L3,9500184L2
3381,9500184L4,9500184L3
3382,9500184L5,9500184L4
3383,9500184L6,9500184L5
3384,9500184L7,9500184L6
3385,24840576L1,24840576L0
3386,24840576L2,24840576L1
3387,24840576L3,24840576L2
3388,24840576L4,24840576L3
3389,24840576L5,24840576L4
3390,24840576L6,24840576L5
3391,24840576L7,24840576L6
3392,24840576L8,24840576L7
3393,24840576L9,24840576L8
3394,24840576L10,24840576L9
3395,20556584L1,20556584L0
3396,20556584L2,20556584L1
3397,20556584L3,20556584L2
3398,20556584L4,20556584L3
3399,20556584L5,20556584L4
3400,20556584L6,20556584L5
3401,20556584L7,20556584L6
3402,20556584L8,20556584L7
3403,6713073L1,6713073L0
3404,6713073L2,6713073L1
3405,6713073L3,6713073L2
3406,6713073L4,6713073L3
3407,6713073L5,6713073L4
3408,6713073L6,6713073L5
3409,6713073L7,6713073L6
3410,6713073L8,6713073L7
3411,6713073L9,6713073L8
3412,6713073L10,6713073L9
3413,6713073L11,6713073L10
3414,24841856L1,24841856L0
3415,24841856L2,24841856L1
3416,24841856L3,24841856L2
3417,24841856L4,24841856L3
3418,24841856L5,24841856L4
3419,28446294L1,28446294L0
3420,28446294L2,28446294L1
3421,28446294L3,28446294L2
3422,28446294L4,28446294L3
3423,28446294L5,28446294L4
3424,28446294L6,28446294L5
3425,28446294L7,28446294L6
3426,28446294L8,28446294L7
3427,21854546L1,21854546L0
3428,21854546L2,21854546L1
3429,21854546L3,21854546L2
3430,21854546L4,21854546L3
3431,21854546L5,21854546L4
3432,21854546L6,21854546L5
3433,21854546L7,21854546L6
3434,21854546L8,21854546L7
3435,26272708L1,26272708L0
3436,26272708L2,26272708L1
3437,26272708L3,26272708L2
3438,26272708L4,26272708L3
3439,26272708L5,26272708L4
3440,11914259L1,11914259L0
3441,11914259L2,11914259L1
3442,11914259L3,11914259L2
3443,11914259L4,11914259L3
3444,11914259L5,11914259L4
3445,11914259L6,11914259L5
3446,11914259L7,11914259L6
3447,21473868L1,21473868L0
3448,21473868L2,21473868L1
3449,21473868L3,21473868L2
3450,21473868L4,21473868L3
3451,21473868L5,21473868L4
3452,21473868L6,21473868L5
3453,21473868L7,21473868L6
3454,21473868L8,21473868L7
3455,21473868L9,21473868L8
3456,21473868L10,21473868L9
3457,21473868L11,21473868L10
3458,21473868L12,21473868L11
3459,21473868L13,21473868L12
3460,21473868L14,21473868L13
3461,7535814L1,7535814L0
3462,7535814L2,7535814L1
3463,7535814L3,7535814L2
3464,7535814L4,7535814L3
3465,7535814L5,7535814L4
3466,7535814L6,7535814L5
3467,15546953L1,15546953L0
3468,15546953L2,15546953L1
3469,15546953L3,15546953L2
3470,15546953L4,15546953L3
3471,15546953L5,15546953L4
3472,15546953L6,15546953L5
3473,15546953L7,15546953L6
3474,9315680L1,9315680L0
3475,9315680L2,9315680L1
3476,9315680L3,9315680L2
3477,9315680L4,9315680L3
3478,9315680L5,9315680L4
3479,9315680L6,9315680L5
3480,9315680L7,9315680L6
3481,9315680L8,9315680L7
3482,25240941L1,25240941L0
3483,25240941L2,25240941L1
3484,25240941L3,25240941L2
3485,25240941L4,25240941L3
3486,25240941L5,25240941L4
3487,25240941L6,25240941L5
3488,8504424L1,8504424L0
3489,8504424L2,8504424L1
3490,8504424L3,8504424L2
3491,8504424L4,8504424L3
3492,8504424L5,8504424L4
3493,8504424L6,8504424L5
3494,8504424L7,8504424L6
3495,8504424L8,8504424L7
3496,8504424L9,8504424L8
3497,9211711L1,9211711L0
3498,9211711L2,9211711L1
3499,18408733L1,18408733L0
3500,18408733L2,18408733L1
3501,18408733L3,18408733L2
3502,18408733L4,18408733L3
3503,18408733L5,18408733L4
3504,18408733L6,18408733L5
3505,11953455L1,11953455L0
3506,11953455L2,11953455L1
3507,11953455L3,11953455L2
3508,11953455L4,11953455L3
3509,11953455L5,11953455L4
3510,11953455L6,11953455L5
3511,6237715L1,6237715L0
3512,6237715L2,6237715L1
3513,6237715L3,6237715L2
3514,6237715L4,6237715L3
3515,6237715L5,6237715L4
3516,26787455L1,26787455L0
3517,26787455L2,26787455L1
3518,26787455L3,26787455L2
3519,26787455L4,26787455L3
3520,26787455L5,26787455L4
3521,26787455L6,26787455L5
3522,26787455L7,26787455L6
3523,26787455L8,26787455L7
3524,26787455L9,26787455L8
3525,26787455L10,26787455L9
3526,26787455L11,26787455L10
3527,26787455L12,26787455L11
3528,8875080L1,8875080L0
3529,8875080L2,8875080L1
3530,8875080L3,8875080L2
3531,8875080L4,8875080L3
3532,8875080L5,8875080L4
3533,8875080L6,8875080L5
3534,8875080L7,8875080L6
3535,8875080L8,8875080L7
3536,8875080L9,8875080L8
3537,8875080L10,8875080L9
3538,8875080L11,8875080L10
3539,20586719L1,20586719L0
3540,20586719L2,20586719L1
3541,20586719L3,20586719L2
3542,20586719L4,20586719L3
3543,20586719L5,20586719L4
3544,20586719L6,20586719L5
3545,20586719L7,20586719L6
3546,20586719L8,20586719L7
3547,16138898L1,16138898L0
3548,16138898L2,16138898L1
3549,16138898L3,16138898L2
3550,16138898L4,16138898L3
3551,7981151L1,7981151L0
3552,7981151L2,7981151L1
3553,7981151L3,7981151L2
3554,7981151L4,7981151L3
3555,7981151L5,7981151L4
3556,7981151L6,7981151L5
3557,7981151L7,7981151L6
3558,7981151L8,7981151L7
3559,7981151L9,7981151L8
3560,1903197L1,1903197L0
3561,1903197L2,1903197L1
3562,1903197L3,1903197L2
3563,12870653L1,12870653L0
3564,12870653L2,12870653L1
3565,12870653L3,12870653L2
3566,12870653L4,12870653L3
3567,12870653L5,12870653L4
3568,12870653L6,12870653L5
3569,8344412L1,8344412L0
3570,8344412L2,8344412L1
3571,8344412L3,8344412L2
3572,8344412L4,8344412L3
3573,8344412L5,8344412L4
3574,8344412L6,8344412L5
3575,24014024L1,24014024L0
3576,24014024L2,24014024L1
3577,24014024L3,24014024L2
3578,24014024L4,24014024L3
3579,24014024L5,24014024L4
3580,24014024L6,24014024L5
3581,24014024L7,24014024L6
3582,24014024L8,24014024L7
3583,23287393L1,23287393L0
3584,23287393L2,23287393L1
3585,23287393L3,23287393L2
3586,23287393L4,23287393L3
3587,19345147L1,19345147L0
3588,19345147L2,19345147L1
3589,19345147L3,19345147L2
3590,19345147L4,19345147L3
3591,19345147L5,19345147L4
3592,19345147L6,19345147L5
3593,19345147L7,19345147L6
3594,19345147L8,19345147L7
3595,19345147L9,19345147L8
3596,19345147L10,19345147L9
3597,19345147L11,19345147L10
3598,19345147L12,19345147L11
3599,14972027L1,14972027L0
3600,14972027L2,14972027L1
3601,14972027L3,14972027L2
3602,14972027L4,14972027L3
3603,14972027L5,14972027L4
3604,14972027L6,14972027L5
3605,14972027L7,14972027L6
3606,10326827L1,10326827L0
3607,10326827L2,10326827L1
3608,10326827L3,10326827L2
3609,10326827L4,10326827L3
3610,10326827L5,10326827L4
3611,10326827L6,10326827L5
3612,10326827L7,10326827L6
3613,20371184L1,20371184L0
3614,20371184L2,20371184L1
3615,20371184L3,20371184L2
3616,1739972L1,1739972L0
3617,1739972L2,1739972L1
3618,1739972L3,1739972L2
3619,1739972L4,1739972L3
3620,14871981L1,14871981L0
3621,14871981L2,14871981L1
3622,14871981L3,14871981L2
3623,14871981L4,14871981L3
3624,14871981L5,14871981L4
3625,14871981L6,14871981L5
3626,14871981L7,14871981L6
3627,14871981L8,14871981L7
3628,14871981L9,14871981L8
3629,14871981L10,14871981L9
3630,14871981L11,14871981L10
3631,14871981L12,14871981L11
3632,14871981L13,14871981L12
3633,14871981L14,14871981L13
3634,3297673L1,3297673L0
3635,3297673L2,3297673L1
3636,3297673L3,3297673L2
3637,3297673L4,3297673L3
3638,3297673L5,3297673L4
3639,3297673L6,3297673L5
3640,3297673L7,3297673L6
3641,26832L1,26832L0
3642,26832L2,26832L1
3643,26832L3,26832L2
3644,26832L4,26832L3
3645,26832L5,26832L4
3646,26832L6,26832L5
3647,26832L7,26832L6
3648,26832L8,26832L7
3649,9030683L1,9030683L0
3650,9030683L2,9030683L1
3651,9030683L3,9030683L2
3652,9030683L4,9030683L3
3653,9030683L5,9030683L4
3654,9030683L6,9030683L5
3655,9030683L7,9030683L6
3656,11802721L1,11802721L0
3657,11802721L2,11802721L1
3658,11802721L3,11802721L2
3659,11802721L4,11802721L3
3660,11802721L5,11802721L4
3661,11802721L6,11802721L5
3662,29355735L1,29355735L0
3663,29355735L2,29355735L1
3664,29355735L3,29355735L2
3665,29355735L4,29355735L3
3666,29355735L5,29355735L4
3667,29355735L6,29355735L5
3668,29355735L7,29355735L6
3669,29355735L8,29355735L7
3670,27907040L1,27907040L0
3671,27907040L2,27907040L1
3672,27907040L3,27907040L2
3673,27907040L4,27907040L3
3674,27907040L5,27907040L4
3675,27907040L6,27907040L5
3676,27907040L7,27907040L6
3677,27907040L8,27907040L7
3678,27907040L9,27907040L8
3679,7538009L1,7538009L0
3680,7538009L2,7538009L1
3681,7538009L3,7538009L2
3682,7538009L4,7538009L3
3683,7538009L5,7538009L4
3684,7538009L6,7538009L5
3685,7538009L7,7538009L6
3686,26547700L1,26547700L0
3687,26547700L2,26547700L1
3688,26547700L3,26547700L2
3689,26547700L4,26547700L3
3690,26547700L5,26547700L4
3691,26547700L6,26547700L5
3692,26547700L7,26547700L6
3693,26547700L8,26547700L7
3694,24459866L1,24459866L0
3695,24459866L2,24459866L1
3696,15655931L1,15655931L0
3697,15655931L2,15655931L1
3698,15655931L3,15655931L2
3699,15655931L4,15655931L3
3700,15655931L5,15655931L4
3701,15655931L6,15655931L5
3702,15655931L7,15655931L6
3703,15655931L8,15655931L7
3704,28249679L1,28249679L0
3705,28249679L2,28249679L1
3706,28249679L3,28249679L2
3707,28249679L4,28249679L3
3708,28249679L5,28249679L4
3709,6263800L1,6263800L0
3710,6263800L2,6263800L1
3711,6263800L3,6263800L2
3712,6263800L4,6263800L3
3713,6263800L5,6263800L4
3714,16483710L1,16483710L0
3715,16483710L2,16483710L1
3716,16483710L3,16483710L2
3717,16483710L4,16483710L3
3718,16483710L5,16483710L4
3719,16483710L6,16483710L5
3720,16483710L7,16483710L6
3721,16483710L8,16483710L7
3722,10334645L1,10334645L0
3723,10334645L2,10334645L1
3724,10334645L3,10334645L2
3725,10334645L4,10334645L3
3726,10334645L5,10334645L4
3727,10334645L6,10334645L5
3728,10334645L7,10334645L6
3729,29630677L1,29630677L0
3730,29630677L2,29630677L1
3731,29630677L3,29630677L2
3732,29630677L4,29630677L3
3733,29630677L5,29630677L4
3734,29630677L6,29630677L5
3735,29630677L7,29630677L6
3736,29630677L8,29630677L7
3737,29630677L9,29630677L8
3738,29630677L10,29630677L9
3739,2973346L1,2973346L0
3740,2973346L2,2973346L1
3741,2973346L3,2973346L2
3742,2973346L4,2973346L3
3743,2973346L5,2973346L4
3744,2973346L6,2973346L5
3745,27537764L1,27537764L0
3746,27537764L2,27537764L1
3747,27537764L3,27537764L2
3748,27537764L4,27537764L3
3749,27537764L5,27537764L4
3750,27537764L6,27537764L5
3751,27537764L7,27537764L6
3752,27537764L8,27537764L7
3753,27537764L9,27537764L8
3754,27537764L10,27537764L9
3755,27537764L11,27537764L10
3756,27537764L12,27537764L11
3757,19651218L1,19651218L0
3758,19651218L2,19651218L1
3759,19651218L3,19651218L2
3760,19651218L4,19651218L3
3761,19651218L5,19651218L4
3762,24586488L1,24586488L0
3763,24586488L2,24586488L1
3764,24586488L3,24586488L2
3765,24586488L4,24586488L3
3766,24586488L5,24586488L4
3767,24586488L6,24586488L5
3768,24586488L7,24586488L6
3769,10368077L1,10368077L0
3770,10368077L2,10368077L1
3771,10368077L3,10368077L2
3772,10368077L4,10368077L3
3773,10368077L5,10368077L4
3774,10368077L6,10368077L5
3775,10368077L7,10368077L6
3776,10368077L8,10368077L7
3777,10368077L9,10368077L8
3778,10368077L10,10368077L9
3779,18998582L1,18998582L0
3780,18998582L2,18998582L1
3781,18998582L3,18998582L2
3782,22975675L1,22975675L0
3783,22975675L2,22975675L1
3784,22975675L3,22975675L2
3785,22975675L4,22975675L3
3786,22975675L5,22975675L4
3787,22975675L6,22975675L5
3788,22975675L7,22975675L6
3789,22975675L8,22975675L7
3790,11003141L1,11003141L0
3791,11003141L2,11003141L1
3792,11003141L3,11003141L2
3793,11003141L4,11003141L3
3794,11003141L5,11003141L4
3795,23742913L1,23742913L0
3796,23742913L2,23742913L1
3797,23742913L3,23742913L2
3798,23742913L4,23742913L3
3799,23742913L5,23742913L4
3800,23742913L6,23742913L5
3801,23742913L7,23742913L6
3802,23742913L8,23742913L7
3803,23742913L9,23742913L8
